"EmmissionsCW",,"EmmissionsCWLnChng",,
1163.4953,1413.955,1163.4953,1413.955,
1164.0668,1412.799,1164.0668,1412.799,
1164.6301,1411.64,1164.6301,1411.64,
1165.1868,1410.473,1165.1868,1410.473,
1165.7297,1409.314,1165.7297,1409.314,
1166.2705,1408.138,1166.2705,1408.138,
1166.7992,1406.968,1166.7992,1406.968,
1167.3218,1405.789,1167.3218,1405.789,
1167.8353,1404.61,1167.8353,1404.61,
1168.3398,1403.43,1168.3398,1403.43,
1168.8393,1402.239,1168.8393,1402.239,
1169.3288,1401.05,1169.3288,1401.05,
1169.8106,1399.858,1169.8106,1399.858,
1170.2865,1398.658,1170.2865,1398.658,
1170.751,1397.465,1170.751,1397.465,
1171.21,1396.263,1171.21,1396.263,
1171.6642,1395.052,1171.6642,1395.052,
1172.1064,1393.849,1172.1064,1393.849,
1172.5433,1392.639,1172.5433,1392.639,
1172.9728,1391.425,1172.9728,1391.425,
1173.3943,1390.211,1173.3943,1390.211,
1173.8102,1388.989,1173.8102,1388.989,
1174.2156,1387.775,1174.2156,1387.775,
1174.6163,1386.552,1174.6163,1386.552,
1175.0099,1385.327,1175.0099,1385.327,
1175.3963,1384.102,1175.3963,1384.102,
1175.778,1382.869,1175.778,1382.869,
1176.1505,1381.644,1176.1505,1381.644,
1176.6111,1380.098,1176.6111,1380.098,
1177.0594,1378.562,1177.0594,1378.562,
1177.5014,1377.016,1177.5014,1377.016,
1178.0217,1375.158,1178.0217,1375.158,
1178.6156,1372.99,1178.6156,1372.99,
1179.2812,1370.507,1179.2812,1370.507,
1180.2593,1366.782,1180.2593,1366.782,
1182.8094,1356.834,1182.8094,1356.834,
1187.8265,1336.839,1187.8265,1336.839,
1211.8335,1239.416,1211.8335,1239.416,
1235.6426,1142.06,1235.6426,1142.06,
1252.8253,1071.697,1252.8253,1071.697,
1255.5469,1060.336,1255.5469,1060.336,
1257.2267,1053.16,1257.2267,1053.16,
1258.6782,1046.806,1258.6782,1046.806,
1259.9091,1041.287,1259.9091,1041.287,
1261.0195,1036.182,1261.0195,1036.182,
1261.9216,1031.92,1261.9216,1031.92,
1262.6252,1028.504,1262.6252,1028.504,
1263.2256,1025.51,1263.2256,1025.51,
1263.7252,1022.951,1263.7252,1022.951,
1264.2152,1020.369,1264.2152,1020.369,
1264.6879,1017.799,1264.6879,1017.799,
1265.0706,1015.651,1265.0706,1015.651,
1265.4435,1013.493,1265.4435,1013.493,
1265.8024,1011.345,1265.8024,1011.345,
1266.1503,1009.188,1266.1503,1009.188,
1266.4852,1007.029,1266.4852,1007.029,
1266.8066,1004.87,1266.8066,1004.87,
1267.1159,1002.701,1267.1159,1002.701,
1267.3532,1000.965,1267.3532,1000.965,
1267.5812,999.2293,1267.5812,999.2293,
1267.8003,997.4927,1267.8003,997.4927,
1268.01,995.7574,1268.01,995.7574,
1268.2106,994.0211,1268.2106,994.0211,
1268.4019,992.2854,1268.4019,992.2854,
1268.5851,990.5391,1268.5851,990.5391,
1268.7581,988.8035,1268.7581,988.8035,
1268.923,987.0567,1268.923,987.0567,
1269.0792,985.3103,1269.0792,985.3103,
1269.2617,983.1292,1269.2617,983.1292,
1269.431,980.9486,1269.431,980.9486,
1269.5885,978.7565,1269.5885,978.7565,
1269.7328,976.5756,1269.7328,976.5756,
1269.8659,974.3836,1269.8659,974.3836,
1269.9867,972.1913,1269.9867,972.1913,
1270.0955,969.9992,1270.0955,969.9992,
1270.192,967.8072,1270.192,967.8072,
1270.276,965.6149,1270.276,965.6149,
1270.3472,963.423,1270.3472,963.423,
1270.4058,961.2198,1270.4058,961.2198,
1270.4508,959.0277,1270.4508,959.0277,
1270.4771,957.2586,1270.4771,957.2586,
1270.4945,955.5005,1270.4945,955.5005,
1270.5028,953.7425,1270.5028,953.7425,
1270.5021,951.9844,1270.5021,951.9844,
1270.4922,950.2152,1270.4922,950.2152,
1270.4733,948.4571,1270.4733,948.4571,
1270.4452,946.6991,1270.4452,946.6991,
1270.4077,944.9298,1270.4077,944.9298,
1270.3613,943.1716,1270.3613,943.1716,
1270.3051,941.4024,1270.3051,941.4024,
1270.2401,939.6442,1270.2401,939.6442,
1270.1657,937.886,1270.1657,937.886,
1270.0814,936.1169,1270.0814,936.1169,
1269.9876,934.3587,1269.9876,934.3587,
1269.884,932.6007,1269.884,932.6007,
1269.7698,930.8318,1269.7698,930.8318,
1269.6459,929.0738,1269.6459,929.0738,
1269.5118,927.3156,1269.5118,927.3156,
1269.3663,925.5466,1269.3663,925.5466,
1269.2111,923.7883,1269.2111,923.7883,
1269.0452,922.0305,1269.0452,922.0305,
1268.8686,920.2723,1268.8686,920.2723,
1268.6811,918.5139,1268.6811,918.5139,
1268.4828,916.7559,1268.4828,916.7559,
1268.2735,914.9975,1268.2735,914.9975,
1268.0549,913.2505,1268.0549,913.2505,
1267.8242,911.4922,1267.8242,911.4922,
1267.583,909.7344,1267.583,909.7344,
1267.3328,907.987,1267.3328,907.987,
1267.0725,906.2401,1267.0725,906.2401,
1266.8002,904.4818,1266.8002,904.4818,
1266.5196,902.7349,1266.5196,902.7349,
1266.2289,900.9873,1266.2289,900.9873,
1265.9301,899.251,1265.9301,899.251,
1265.6195,897.5045,1265.6195,897.5045,
1265.2987,895.7574,1265.2987,895.7574,
1264.9696,894.0217,1264.9696,894.0217,
1264.6301,892.2853,1264.6301,892.2853,
1264.2804,890.5496,1264.2804,890.5496,
1263.9199,888.8134,1263.9199,888.8134,
1263.5489,887.0779,1263.5489,887.0779,
1263.167,885.3434,1263.167,885.3434,
1262.7765,883.6189,1262.7765,883.6189,
1262.3748,881.8938,1262.3748,881.8938,
1261.9619,880.1681,1261.9619,880.1681,
1261.5378,878.4435,1261.5378,878.4435,
1261.105,876.7304,1261.105,876.7304,
1260.6602,875.0152,1260.6602,875.0152,
1260.2047,873.3028,1260.2047,873.3028,
1259.7398,871.5984,1259.7398,871.5984,
1259.2613,869.8866,1259.2613,869.8866,
1258.7736,868.1829,1258.7736,868.1829,
1258.2785,866.4924,1258.2785,866.4924,
1257.7684,864.789,1257.7684,864.789,
1257.2508,863.0991,1257.2508,863.0991,
1256.7213,861.4066,1256.7213,861.4066,
1256.1841,859.7254,1256.1841,859.7254,
1255.6362,858.0455,1255.6362,858.0455,
1255.0769,856.3648,1255.0769,856.3648,
1254.507,854.6853,1254.507,854.6853,
1253.9288,853.0152,1253.9288,853.0152,
1253.3399,851.3464,1253.3399,851.3464,
1252.7403,849.6789,1252.7403,849.6789,
1252.1326,848.0206,1252.1326,848.0206,
1251.5133,846.3614,1251.5133,846.3614,
1250.8869,844.7136,1250.8869,844.7136,
1250.246,843.0575,1250.246,843.0575,
1249.6011,841.42,1249.6011,841.42,
1248.9417,839.7744,1248.9417,839.7744,
1248.2742,838.1376,1248.2742,838.1376,
1247.5958,836.5025,1247.5958,836.5025,
1246.9097,834.8759,1246.9097,834.8759,
1246.2129,833.2511,1246.2129,833.2511,
1245.5051,831.6279,1245.5051,831.6279,
1244.7897,830.0133,1244.7897,830.0133,
1244.0634,828.4005,1244.0634,828.4005,
1243.3309,826.7986,1243.3309,826.7986,
1242.5865,825.1958,1242.5865,825.1958,
1241.83,823.5923,1241.83,823.5923,
1241.0688,822.0021,1241.0688,822.0021,
1240.2958,820.4108,1240.2958,820.4108,
1239.5172,818.8304,1239.5172,818.8304,
1238.7271,817.2487,1238.7271,817.2487,
1237.9267,815.6687,1237.9267,815.6687,
1237.1209,814.0991,1237.1209,814.0991,
1236.3052,812.5312,1236.3052,812.5312,
1235.4826,810.9707,1235.4826,810.9707,
1234.6517,809.4147,1234.6517,809.4147,
1233.8141,807.866,1233.8141,807.866,
1232.9668,806.3189,1232.9668,806.3189,
1232.1096,804.7734,1232.1096,804.7734,
1231.2474,803.238,1231.2474,803.238,
1230.374,801.7012,1230.374,801.7012,
1229.4971,800.1777,1229.4971,800.1777,
1228.6086,798.6529,1228.6086,798.6529,
1227.71,797.13,1227.71,797.13,
1226.8065,795.6173,1226.8065,795.6173,
1225.8958,794.1116,1225.8958,794.1116,
1224.9768,792.611,1224.9768,792.611,
1224.0504,791.1176,1224.0504,791.1176,
1223.1136,789.6265,1223.1136,789.6265,
1222.1659,788.1378,1222.1659,788.1378,
1221.2128,786.6596,1221.2128,786.6596,
1220.2521,785.1885,1220.2521,785.1885,
1219.2809,783.7198,1219.2809,783.7198,
1218.2988,782.2538,1218.2988,782.2538,
1217.309,780.7949,1217.309,780.7949,
1216.3137,779.3462,1216.3137,779.3462,
1215.308,777.9,1215.308,777.9,
1214.2946,776.4605,1214.2946,776.4605,
1213.2729,775.027,1213.2729,775.027,
1212.2436,773.6002,1212.2436,773.6002,
1211.2039,772.1761,1211.2039,772.1761,
1210.1614,770.7651,1210.1614,770.7651,
1209.1062,769.3534,1209.1062,769.3534,
1208.0458,767.9515,1208.0458,767.9515,
1206.978,766.5562,1206.978,766.5562,
1205.9022,765.1668,1205.9022,765.1668,
1204.816,763.7802,1204.816,763.7802,
1203.7279,762.4067,1203.7279,762.4067,
1202.6241,761.0292,1202.6241,761.0292,
1201.5207,759.668,1201.5207,759.668,
1200.4067,758.3098,1200.4067,758.3098,
1199.2824,756.9544,1199.2824,756.9544,
1198.1531,755.6088,1198.1531,755.6088,
1197.019,754.2725,1197.019,754.2725,
1195.8718,752.9358,1195.8718,752.9358,
1194.723,751.6115,1194.723,751.6115,
1193.5609,750.2868,1193.5609,750.2868,
1192.3973,748.9747,1192.3973,748.9747,
1191.2292,747.6715,1191.2292,747.6715,
1190.0483,746.3675,1190.0483,746.3675,
1188.8661,745.0758,1188.8661,745.0758,
1187.6743,743.7868,1187.6743,743.7868,
1186.4783,742.5062,1186.4783,742.5062,
1185.2695,741.2249,1185.2695,741.2249,
1183.7542,739.6371,1183.7542,739.6371,
1182.5388,738.3779,1182.5388,738.3779,
1181.3136,737.1214,1181.3136,737.1214,
1180.0842,735.8736,1180.0842,735.8736,
1178.845,734.6287,1178.845,734.6287,
1177.6014,733.3924,1177.6014,733.3924,
1176.3483,732.159,1176.3483,732.159,
1175.0911,730.9337,1175.0911,730.9337,
1173.8278,729.7149,1173.8278,729.7149,
1172.2379,728.1978,1172.2379,728.1978,
1170.6445,726.6955,1170.6445,726.6955,
1169.0407,725.2008,1169.0407,725.2008,
1167.4209,723.7086,1167.4209,723.7086,
1165.8037,722.2356,1165.8037,722.2356,
1164.1747,720.7681,1164.1747,720.7681,
1162.2125,719.0204,1162.2125,719.0204,
1160.2323,717.2776,1160.2323,717.2776,
1158.2494,715.5522,1158.2494,715.5522,
1156.259,713.8386,1156.259,713.8386,
1154.257,712.1338,1154.257,712.1338,
1152.2477,710.4408,1152.2477,710.4408,
1150.231,708.7595,1150.231,708.7595,
1147.8654,706.8087,1147.8654,706.8087,
1145.1499,704.5946,1145.1499,704.5946,
1142.0868,702.1233,1142.0868,702.1233,
1137.6422,698.5749,1137.6422,698.5749,
1113.2445,679.3263,1113.2445,679.3263,
1034.4224,617.594,1034.4224,617.594,
974.3863,570.7489,974.3863,570.7489,
912.0598,522.2996,912.0598,522.2996,
833.3912,460.4884,833.3912,460.4884,
782.071,420.3348,782.071,420.3348,
702.8724,358.7504,702.8724,358.7504,
623.7602,296.9102,623.7602,296.9102,
544.6665,235.1179,544.6665,235.1179,
465.6549,173.4668,465.6549,173.4668,
386.6089,111.7009,386.6089,111.7009,
307.6032,49.9149,307.6032,49.9149,
228.5182,-12.0008,228.5182,-12.0008,
149.5549,-73.9269,149.5549,-73.9269,
70.5874,-135.7266,70.5874,-135.7266,
-8.5322,-197.3362,-8.5322,-197.3362,
-87.4711,-258.9954,-87.4711,-258.9954,
-154.408,-311.2065,-154.408,-311.2065,
-188.0101,-337.4442,-188.0101,-337.4442,
-229.5994,-370.1178,-229.5994,-370.1178,
-272.5975,-403.7401,-272.5975,-403.7401,
-307.6534,-431.0316,-307.6534,-431.0316,
-319.5039,-440.3647,-319.5039,-440.3647,
-330.9274,-449.457,-330.9274,-449.457,
-337.2127,-454.5104,-337.2127,-454.5104,
-341.2729,-457.8109,-341.2729,-457.8109,
-344.4727,-460.4398,-344.4727,-460.4398,
-347.4939,-462.9482,-347.4939,-462.9482,
-350.1652,-465.1896,-350.1652,-465.1896,
-352.6608,-467.3056,-352.6608,-467.3056,
-354.8118,-469.149,-354.8118,-469.149,
-356.7937,-470.8649,-356.7937,-470.8649,
-358.7602,-472.5861,-358.7602,-472.5861,
-360.5594,-474.1772,-360.5594,-474.1772,
-362.3428,-475.7705,-362.3428,-475.7705,
-364.129,-477.3833,-364.129,-477.3833,
-365.8955,-478.995,-365.8955,-478.995,
-367.5023,-480.4761,-367.5023,-480.4761,
-368.9337,-481.8097,-368.9337,-481.8097,
-370.3636,-483.1559,-370.3636,-483.1559,
-371.6279,-484.3586,-371.6279,-484.3586,
-372.8788,-485.5615,-372.8788,-485.5615,
-374.1343,-486.7817,-374.1343,-486.7817,
-375.3743,-488,-375.3743,-488,
-376.6151,-489.2326,-376.6151,-489.2326,
-377.8455,-490.4686,-377.8455,-490.4686,
-379.0677,-491.7103,-379.0677,-491.7103,
-380.2836,-492.9582,-380.2836,-492.9582,
-381.4946,-494.2155,-381.4946,-494.2155,
-382.6951,-495.4762,-382.6951,-495.4762,
-383.7426,-496.5882,-383.7426,-496.5882,
-384.7865,-497.708,-384.7865,-497.708,
-385.8249,-498.8333,-385.8249,-498.8333,
-386.8509,-499.9576,-386.8509,-499.9576,
-387.8761,-501.0933,-387.8761,-501.0933,
-388.8896,-502.2275,-388.8896,-502.2275,
-389.9024,-503.3733,-389.9024,-503.3733,
-390.9116,-504.5272,-390.9116,-504.5272,
-391.9093,-505.6802,-391.9093,-505.6802,
-392.9057,-506.8446,-392.9057,-506.8446,
-393.8934,-508.0108,-393.8934,-508.0108,
-394.8749,-509.1822,-394.8749,-509.1822,
-395.8529,-510.362,-395.8529,-510.362,
-396.8191,-511.5401,-396.8191,-511.5401,
-397.9201,-512.8978,-397.9201,-512.8978,
-399.0166,-514.2649,-399.0166,-514.2649,
-400.1034,-515.6344,-400.1034,-515.6344,
-401.3163,-517.1795,-401.3163,-517.1795,
-402.6565,-518.9046,-402.6565,-518.9046,
-404.1194,-520.8083,-404.1194,-520.8083,
-405.708,-522.8991,-405.708,-522.8991,
-407.281,-524.9912,-407.281,-524.9912,
-409.1092,-527.4492,-409.1092,-527.4492,
-411.4426,-530.6199,-411.4426,-530.6199,
-416.0744,-536.9845,-416.0744,-536.9845,
-423.1099,-546.7459,-423.1099,-546.7459,
-438.0055,-567.5851,-438.0055,-567.5851,
-440.711,-571.2993,-440.711,-571.2993,
-443.301,-574.8175,-443.301,-574.8175,
-445.5274,-577.8084,-445.5274,-577.8084,
-447.3688,-580.2555,-447.3688,-580.2555,
-448.961,-582.3489,-448.961,-582.3489,
-450.2957,-584.0843,-450.2957,-584.0843,
-451.5066,-585.642,-451.5066,-585.642,
-452.5897,-587.02,-452.5897,-587.02,
-453.6773,-588.3887,-453.6773,-588.3887,
-454.6371,-589.5832,-454.6371,-589.5832,
-455.6033,-590.7726,-455.6033,-590.7726,
-456.579,-591.9597,-456.579,-591.9597,
-457.4206,-592.9722,-457.4206,-592.9722,
-458.265,-593.9769,-458.265,-593.9769,
-459.115,-594.9769,-459.115,-594.9769,
-459.9764,-595.9786,-459.9764,-595.9786,
-460.6985,-596.8097,-460.6985,-596.8097,
-461.4194,-597.6308,-461.4194,-597.6308,
-462.2916,-598.6135,-462.2916,-598.6135,
-463.1725,-599.5939,-463.1725,-599.5939,
-463.9108,-600.4068,-463.9108,-600.4068,
-464.6476,-601.2098,-464.6476,-601.2098,
-465.3976,-602.0183,-465.3976,-602.0183,
-466.1494,-602.8201,-466.1494,-602.8201,
-466.8999,-603.612,-466.8999,-603.612,
-467.658,-604.4032,-467.658,-604.4032,
-468.4204,-605.1904,-468.4204,-605.1904,
-469.1936,-605.9802,-469.1936,-605.9802,
-469.9656,-606.76,-469.9656,-606.76,
-470.7423,-607.5352,-470.7423,-607.5352,
-471.5247,-608.3074,-471.5247,-608.3074,
-472.3115,-609.075,-472.3115,-609.075,
-473.1029,-609.838,-473.1029,-609.838,
-473.9005,-610.5979,-473.9005,-610.5979,
-474.7026,-611.3528,-474.7026,-611.3528,
-475.5074,-612.101,-475.5074,-612.101,
-476.3166,-612.8444,-476.3166,-612.8444,
-477.1286,-613.5811,-477.1286,-613.5811,
-477.9491,-614.3159,-477.9491,-614.3159,
-478.7742,-615.0456,-478.7742,-615.0456,
-479.6025,-615.768,-479.6025,-615.768,
-480.4343,-616.4833,-480.4343,-616.4833,
-481.2748,-617.1967,-481.2748,-617.1967,
-482.1202,-617.9043,-482.1202,-617.9043,
-482.9731,-618.6081,-482.9731,-618.6081,
-483.8213,-619.2984,-483.8213,-619.2984,
-484.6826,-619.9894,-484.6826,-619.9894,
-485.5433,-620.6698,-485.5433,-620.6698,
-486.4132,-621.347,-486.4132,-621.347,
-487.2868,-622.0172,-487.2868,-622.0172,
-488.1653,-622.6809,-488.1653,-622.6809,
-489.048,-623.3372,-489.048,-623.3372,
-489.9404,-623.9896,-489.9404,-623.9896,
-490.8321,-624.6305,-490.8321,-624.6305,
-491.7292,-625.2638,-491.7292,-625.2638,
-492.6364,-625.8923,-492.6364,-625.8923,
-493.5432,-626.5086,-493.5432,-626.5086,
-494.4605,-627.1193,-494.4605,-627.1193,
-495.3834,-627.7211,-495.3834,-627.7211,
-496.3125,-628.3131,-496.3125,-628.3131,
-497.2476,-628.8955,-497.2476,-628.8955,
-498.1885,-629.4682,-498.1885,-629.4682,
-499.1356,-630.0306,-499.1356,-630.0306,
-500.0841,-630.5798,-500.0841,-630.5798,
-501.0439,-631.1212,-501.0439,-631.1212,
-502.0056,-631.6493,-502.0056,-631.6493,
-502.9789,-632.169,-502.9789,-632.169,
-503.9589,-632.6774,-503.9589,-632.6774,
-504.9358,-633.1696,-504.9358,-633.1696,
-505.9294,-633.6556,-505.9294,-633.6556,
-506.92,-634.1256,-506.92,-634.1256,
-507.9176,-634.5844,-507.9176,-634.5844,
-508.9261,-635.0338,-508.9261,-635.0338,
-509.9373,-635.4708,-509.9373,-635.4708,
-510.9554,-635.8967,-510.9554,-635.8967,
-511.9746,-636.3093,-511.9746,-636.3093,
-513.0002,-636.7113,-513.0002,-636.7113,
-514.0264,-637.1003,-514.0264,-637.1003,
-515.0593,-637.4789,-515.0593,-637.4789,
-516.0988,-637.8475,-516.0988,-637.8475,
-517.1448,-638.2057,-517.1448,-638.2057,
-518.1948,-638.5524,-518.1948,-638.5524,
-519.2415,-638.8857,-519.2415,-638.8857,
-520.2949,-639.209,-520.2949,-639.209,
-521.355,-639.5221,-521.355,-639.5221,
-522.4153,-639.8231,-522.4153,-639.8231,
-523.4758,-640.1119,-523.4758,-640.1119,
-524.5428,-640.3899,-524.5428,-640.3899,
-525.6102,-640.6564,-525.6102,-640.6564,
-526.6843,-640.9125,-526.6843,-640.9125,
-527.7586,-641.1565,-527.7586,-641.1565,
-528.833,-641.3891,-528.833,-641.3891,
-529.9136,-641.6115,-529.9136,-641.6115,
-530.9947,-641.8225,-530.9947,-641.8225,
-532.0825,-642.023,-532.0825,-642.023,
-533.1704,-642.2121,-533.1704,-642.2121,
-534.2582,-642.3898,-534.2582,-642.3898,
-535.3458,-642.5561,-535.3458,-642.5561,
-536.4336,-642.7111,-536.4336,-642.7111,
-537.5283,-642.8557,-537.5283,-642.8557,
-538.6231,-642.989,-538.6231,-642.989,
-539.7177,-643.1108,-539.7177,-643.1108,
-540.8121,-643.2212,-540.8121,-643.2212,
-541.9127,-643.3207,-541.9127,-643.3207,
-543.0075,-643.4081,-543.0075,-643.4081,
-544.1091,-643.4843,-544.1091,-643.4843,
-545.2107,-643.5491,-545.2107,-643.5491,
-546.312,-643.6029,-546.312,-643.6029,
-547.4135,-643.6448,-547.4135,-643.6448,
-548.5148,-643.6756,-548.5148,-643.6756,
-549.6233,-643.6956,-549.6233,-643.6956,
-550.7248,-643.704,-550.7248,-643.704,
-551.8328,-643.702,-551.8328,-643.702,
-552.9343,-643.6885,-552.9343,-643.6885,
-554.0362,-643.6645,-554.0362,-643.6645,
-555.1446,-643.6294,-555.1446,-643.6294,
-556.246,-643.5841,-556.246,-643.5841,
-557.3472,-643.5276,-557.3472,-643.5276,
-558.4555,-643.4601,-558.4555,-643.4601,
-559.5571,-643.3817,-559.5571,-643.3817,
-560.6587,-643.2922,-560.6587,-643.2922,
-561.7601,-643.1914,-561.7601,-643.1914,
-562.8545,-643.0799,-562.8545,-643.0799,
-563.9558,-642.9558,-563.9558,-642.9558,
-565.0503,-642.8206,-565.0503,-642.8206,
-566.1446,-642.673,-566.1446,-642.673,
-567.24,-642.5134,-567.24,-642.5134,
-568.3269,-642.3421,-568.3269,-642.3421,
-569.4157,-642.158,-569.4157,-642.158,
-570.5022,-641.9615,-570.5022,-641.9615,
-571.5903,-641.7518,-571.5903,-641.7518,
-572.6713,-641.5304,-572.6713,-641.5304,
-573.7519,-641.2957,-573.7519,-641.2957,
-574.8259,-641.0495,-574.8259,-641.0495,
-575.9016,-640.789,-575.9016,-640.789,
-576.9675,-640.517,-576.9675,-640.517,
-578.0354,-640.2304,-578.0354,-640.2304,
-579.0963,-639.9313,-579.0963,-639.9313,
-580.1562,-639.618,-580.1562,-639.618,
-581.2087,-639.292,-581.2087,-639.292,
-582.2632,-638.9502,-582.2632,-638.9502,
-583.3008,-638.5989,-583.3008,-638.5989,
-584.3407,-638.2318,-584.3407,-638.2318,
-585.3825,-637.8482,-585.3825,-637.8482,
-586.4071,-637.4555,-586.4071,-637.4555,
-587.4345,-637.0466,-587.4345,-637.0466,
-588.4545,-636.625,-588.4545,-636.625,
-589.4672,-636.1914,-589.4672,-636.1914,
-590.4781,-635.7431,-590.4781,-635.7431,
-591.4821,-635.2832,-591.4821,-635.2832,
-592.4833,-634.8094,-592.4833,-634.8094,
-593.4732,-634.3267,-593.4732,-634.3267,
-594.4606,-633.8307,-594.4606,-633.8307,
-595.4418,-633.323,-595.4418,-633.323,
-596.4161,-632.8051,-596.4161,-632.8051,
-597.3895,-632.2741,-597.3895,-632.2741,
-598.3518,-631.7357,-598.3518,-631.7357,
-599.3126,-631.1848,-599.3126,-631.1848,
-600.2676,-630.6239,-600.2676,-630.6239,
-601.2118,-630.0564,-601.2118,-630.0564,
-602.1553,-629.4768,-602.1553,-629.4768,
-603.0933,-628.8882,-603.0933,-628.8882,
-604.0258,-628.2905,-604.0258,-628.2905,
-604.9529,-627.6841,-604.9529,-627.6841,
-605.8695,-627.0721,-605.8695,-627.0721,
-606.7856,-626.4481,-606.7856,-626.4481,
-607.6967,-625.8151,-607.6967,-625.8151,
-608.6019,-625.1728,-608.6019,-625.1728,
-609.4964,-624.525,-609.4964,-624.525,
-610.3855,-623.8682,-610.3855,-623.8682,
-611.2689,-623.2019,-611.2689,-623.2019,
-612.1412,-622.53,-612.1412,-622.53,
-613.013,-621.8436,-613.013,-621.8436,
-613.8733,-621.1514,-613.8733,-621.1514,
-614.7273,-620.449,-614.7273,-620.449,
-615.5706,-619.739,-615.5706,-619.739,
-616.4111,-619.0148,-616.4111,-619.0148,
-617.2406,-618.2825,-617.2406,-618.2825,
-618.0539,-617.5473,-618.0539,-617.5473,
-618.864,-616.7973,-618.864,-616.7973,
-619.6683,-616.0338,-619.6683,-616.0338,
-620.456,-615.2671,-620.456,-615.2671,
-621.2362,-614.4887,-621.2362,-614.4887,
-622.0089,-613.6982,-622.0089,-613.6982,
-622.7646,-612.9047,-622.7646,-612.9047,
-623.5183,-612.0935,-623.5183,-612.0935,
-624.2553,-611.2798,-624.2553,-611.2798,
-624.9817,-610.4573,-624.9817,-610.4573,
-625.7001,-609.623,-625.7001,-609.623,
-626.408,-608.7802,-626.408,-608.7802,
-627.1025,-607.932,-627.1025,-607.932,
-627.7868,-607.0752,-627.7868,-607.0752,
-628.4634,-606.2066,-628.4634,-606.2066,
-629.1299,-605.3298,-629.1299,-605.3298,
-629.7834,-604.4483,-629.7834,-604.4483,
-630.4266,-603.5584,-630.4266,-603.5584,
-631.0602,-602.6601,-631.0602,-602.6601,
-631.681,-601.7576,-631.681,-601.7576,
-632.2943,-600.8436,-632.2943,-600.8436,
-632.8931,-599.9289,-632.8931,-599.9289,
-633.4824,-599.006,-633.4824,-599.006,
-634.0625,-598.0747,-634.0625,-598.0747,
-634.6323,-597.1371,-634.6323,-597.1371,
-635.1912,-596.1942,-635.1912,-596.1942,
-635.7385,-595.2483,-635.7385,-595.2483,
-636.2739,-594.2997,-636.2739,-594.2997,
-636.8054,-593.3342,-636.8054,-593.3342,
-637.3208,-592.3748,-637.3208,-592.3748,
-637.8327,-591.3986,-637.8327,-591.3986,
-638.3291,-590.4288,-638.3291,-590.4288,
-638.8189,-589.4483,-638.8189,-589.4483,
-639.2962,-588.4683,-639.2962,-588.4683,
-639.7659,-587.48,-639.7659,-587.48,
-640.2243,-586.4896,-640.2243,-586.4896,
-640.6757,-585.4881,-640.6757,-585.4881,
-641.116,-584.4849,-641.116,-584.4849,
-641.543,-583.4847,-641.543,-583.4847,
-641.9638,-582.4708,-641.9638,-582.4708,
-642.3713,-581.4599,-642.3713,-581.4599,
-642.7687,-580.4448,-642.7687,-580.4448,
-643.1568,-579.423,-643.1568,-579.423,
-643.5348,-578.3976,-643.5348,-578.3976,
-643.9038,-577.365,-643.9038,-577.365,
-644.2627,-576.3289,-644.2627,-576.3289,
-644.61,-575.2937,-644.61,-575.2937,
-644.9463,-574.2592,-644.9463,-574.2592,
-645.2756,-573.2136,-645.2756,-573.2136,
-645.5949,-572.1669,-645.5949,-572.1669,
-645.9066,-571.111,-645.9066,-571.111,
-646.2057,-570.0644,-646.2057,-570.0644,
-646.4979,-569.0068,-646.4979,-569.0068,
-646.7803,-567.9502,-646.7803,-567.9502,
-647.0557,-566.8825,-647.0557,-566.8825,
-647.3191,-565.8246,-647.3191,-565.8246,
-647.5752,-564.757,-647.5752,-564.757,
-647.8217,-563.6889,-647.8217,-563.6889,
-648.0586,-562.6202,-648.0586,-562.6202,
-648.2879,-561.5415,-648.2879,-561.5415,
-648.5057,-560.4716,-648.5057,-560.4716,
-648.7156,-559.3933,-648.7156,-559.3933,
-648.916,-558.3144,-648.916,-558.3144,
-649.1069,-557.2348,-649.1069,-557.2348,
-649.288,-556.1549,-649.288,-556.1549,
-649.4593,-555.0757,-649.4593,-555.0757,
-649.6223,-553.986,-649.6223,-553.986,
-649.7742,-552.9059,-649.7742,-552.9059,
-649.9176,-551.8154,-649.9176,-551.8154,
-650.0512,-550.7254,-650.0512,-550.7254,
-650.1748,-549.6343,-650.1748,-549.6343,
-650.2885,-548.5443,-650.2885,-548.5443,
-650.3922,-547.4539,-650.3922,-547.4539,
-650.4859,-546.3633,-650.4859,-546.3633,
-650.5695,-545.2729,-650.5695,-545.2729,
-650.6441,-544.1714,-650.6441,-544.1714,
-650.7078,-543.0807,-650.7078,-543.0807,
-650.7626,-541.9791,-650.7626,-541.9791,
-650.8069,-540.8887,-650.8069,-540.8887,
-650.8421,-539.7873,-650.8421,-539.7873,
-650.8676,-538.6967,-650.8676,-538.6967,
-650.8837,-537.5951,-650.8837,-537.5951,
-650.8905,-536.5046,-650.8905,-536.5046,
-650.8879,-535.4031,-650.8879,-535.4031,
-650.8762,-534.3126,-650.8762,-534.3126,
-650.855,-533.2109,-650.855,-533.2109,
-650.8245,-532.1205,-650.8245,-532.1205,
-650.7843,-531.0189,-650.7843,-531.0189,
-650.7344,-529.9174,-650.7344,-529.9174,
-650.6749,-528.8268,-650.6749,-528.8268,
-650.6059,-527.7365,-650.6059,-527.7365,
-650.5261,-526.6347,-650.5261,-526.6347,
